fin_year,month,state_name,district_code,district_name,Approved_Labour_Budget,Average_Wage_rate_per_day_per_person,Average_days_of_employment_provided_per_Household,Differently_abled_persons_worked,Material_and_skilled_Wages,Number_of_Completed_Works,Number_of_GPs_with_NIL_exp,Number_of_Ongoing_Works,Persondays_of_Central_Liability_so_far,SC_persondays,SC_workers_against_active_workers,ST_persondays,ST_workers_against_active_workers,Total_Adm_Expenditure,Total_Exp,Total_Households_Worked,Total_Individuals_Worked,Total_No_of_Active_Job_Cards,Total_No_of_Active_Workers,Total_No_of_HHs_completed_100_Days_of_Wage_Employment,Total_No_of_JobCards_issued,Total_No_of_Workers,Total_No_of_Works_Takenup,Wages,Women_Persondays,percent_of_Category_B_Works,percent_of_Expenditure_on_Agriculture_Allied_Works,percent_of_NRM_Expenditure,percentage_payments_gererated_within_15_days,Remarks
2025-2026,Jan,TAMIL NADU,2935,TIRUPATHUR,1559922,279.4131504,24,1132,1094.304939,8852,0,3926,2272361,419660,25946,51356,5259,250.89686,7694.477259,92984,98493,131406,152312,35,144252,168084,12778,6349.275459,2077842,66,40.9,69.77,100,0
2025-2026,Jan,TAMIL NADU,2907,SALEM,2495489,279.2946535,19,3017,6948.583638,12694,0,6682,3790353,699434,79880,319498,30130,594.6656,18129.50251,192617,202919,340770,420488,140,435514,526582,19376,10586.25328,3375510,53,31.65,58.39,100,0
2025-2026,Jan,TAMIL NADU,2908,NAMAKKAL,1808462,289.0320061,26,2644,2067.086739,7156,0,4646,2961522,795950,63736,231916,20770,491.15676,11117.98995,112280,118379,182825,228143,224,221190,277250,11802,8559.746447,2637655,28,56.28,80.01,100,0
2025-2026,Jan,TAMIL NADU,2910,ERODE,1628194,295.2652668,27,1785,2053.721644,7489,0,4183,2126766,547904,44978,24748,2917,352.50775,8685.830699,76510,78759,138598,160877,344,189853,221565,11672,6279.601305,1788256,54,61.45,73.86,100,0
2025-2026,Jan,TAMIL NADU,2922,DINDIGUL,3748485,304.6346818,32,4032,6097.249218,14914,0,8981,6650655,1612511,84009,6418,397,661.70086,27019.15177,206689,221250,285808,346706,678,317719,380973,23895,20260.20169,5743879,67,64.08,82.77,100,0
2025-2026,Jan,TAMIL NADU,2924,VIRUDHUNAGAR,4100069,265.6770008,29,3651,3135.1077,4763,0,5582,4537219,1273329,76547,2032,169,356.3503,15545.80536,153217,164037,218533,268486,387,249658,302409,10345,12054.34736,3915305,28,46.9,83.52,100,0
2025-2026,Jan,TAMIL NADU,2933,CHENGALPATTU,2516456,303.0499055,31,2987,2330.130318,9874,0,6622,4319251,1838478,99968,92473,4230,403.81102,15823.42741,139276,145494,190458,231356,722,213720,270081,16496,13089.48608,3824012,55,39.94,72.03,100,0
2025-2026,Jan,TAMIL NADU,2937,KALLAKURICHI,2594684,286.3914858,22,3723,8119.941955,12185,0,8607,5510730,1697907,160742,207834,21364,398.5542,24300.75768,242419,314053,298990,512378,313,318725,536425,20792,15782.26153,4157169,46,51.29,58.16,100,0
2025-2026,Feb,TAMIL NADU,2903,CUDDALORE,7300544,264.6638288,22,5895,7188.734041,11816,0,12054,7660862,2734285,254896,45550,3572,586.89493,28051.15966,336611,405420,423652,685185,151,474766,747268,23870,20275.53069,6200994,50,64.63,69.84,100,0
2025-2026,Feb,TAMIL NADU,2904,VILLUPURAM,7503339,257.7865913,24,9771,6461.122578,15993,0,8729,8554479,2474778,173107,116216,6749,566.58168,29080.00408,351244,389018,424489,588921,456,455823,633088,24722,22052.29982,7031807,58,56.06,62.91,100,0
2025-2026,Feb,TAMIL NADU,2901,KANCHIPURAM,1344450,294.5633284,24,1061,1850.583231,6527,0,2999,2135305,817366,57173,40572,2570,342.94602,8483.354731,87726,91230,128977,157239,687,142022,178347,9526,6289.825479,1865249,60,47.63,64.53,100,0
2025-2026,Jan,TAMIL NADU,2903,CUDDALORE,6571236,265.4978097,22,5888,7122.479831,11724,0,12124,7605419,2716963,254874,45097,3572,586.89493,27901.59562,335945,404445,423587,685062,144,474718,747176,23848,20192.22086,6155744,50,64.54,69.82,100,0
2025-2026,Jan,TAMIL NADU,2902,TIRUVALLUR,5590868,249.6721721,34,2693,4346.932736,13796,0,10492,7306439,2614202,118906,243763,8919,641.40562,23230.48331,209774,216412,267840,315013,420,312852,380569,24288,18242.14495,6643179,49,41.52,73.29,100,0
2025-2026,Jan,TAMIL NADU,2903,CUDDALORE,6571236,266.0563221,22,5884,7103.773188,11670,0,12096,7582376,2711295,254864,45072,3572,577.92337,27855.08727,335594,403904,423583,685043,140,474685,747121,23766,20173.39071,6136743,50,64.7,70,100,0
2025-2026,Jan,TAMIL NADU,2907,SALEM,2495489,278.5166161,20,3051,6959.308171,13254,0,6374,3933580,722287,79190,330138,29895,608.71163,18523.69371,194693,205211,338968,417579,181,433541,523443,19628,10955.67391,3502504,52,31.8,58.23,100,0
2025-2026,Jan,TAMIL NADU,2909,DHARMAPURI,3265437,287.4719788,24,2134,3053.836902,11345,0,6809,4643471,616619,38035,155166,8501,404.26193,16806.7768,189123,200060,244805,280103,283,279436,317025,18154,13348.67797,4291728,57,72.84,78.61,100,0
2025-2026,Jan,TAMIL NADU,2912,THE NILGIRIS,351138,332.3302396,28,170,409.3382431,3451,0,1858,378933,115399,11922,61146,4069,163.77536,1832.42255,13367,14377,31944,40618,44,56281,68719,5309,1259.308947,301987,87,27.95,28.21,100,0
2025-2026,Jan,TAMIL NADU,2920,MADURAI,4468441,278.1349869,30,4100,6738.951816,13283,0,7003,6806419,1407718,64642,10901,644,524.44194,26194.42635,223981,239623,267800,312250,197,294164,351291,20286,18931.03259,6029396,53,59.81,67.41,100,0
2025-2026,Jan,TAMIL NADU,2930,KRISHNAGIRI,3808837,272.4014335,29,2311,5380.635724,10143,0,7134,5375720,727687,38988,50381,2846,516.20773,20540.38179,181662,189974,257304,288838,406,297730,336057,17277,14643.53834,4928056,64,52.08,71.57,100,0
2025-2026,Feb,TAMIL NADU,2910,ERODE,1792126,295.8824216,28,1798,2058.127916,7794,0,3997,2239845,573361,44740,25280,2902,352.62675,9038.062291,77331,79661,137898,159975,401,189088,220594,11791,6627.307625,1884024,54,62.25,74.61,100,0
2025-2026,Feb,TAMIL NADU,2916,TIRUCHIRAPPALLI,3020004,281.3117475,20,4967,3406.480776,10265,0,5033,4872955,1011679,82678,52943,5132,485.47061,17600.14625,240586,257802,303370,375625,200,325105,404016,15298,13708.19487,4256643,43,57.76,70.01,100,0
2025-2026,Feb,TAMIL NADU,2918,PERAMBALUR,1825270,283.7237508,19,1195,1230.89955,2234,0,2334,1827728,538553,54447,7631,491,145.78978,6562.387766,95624,107654,122714,173344,58,142033,195332,4568,5185.698436,1532072,55,59.54,68.45,100,0
2025-2026,Feb,TAMIL NADU,2925,SIVAGANGAI,3914603,271.6101892,35,2401,6973.029571,7731,0,8412,5115253,1038505,45338,331,20,578.88524,21445.46316,146144,153397,185711,220451,295,202039,238387,16143,13893.54835,4666129,34,71.99,73.12,100,0
2025-2026,Feb,TAMIL NADU,2936,TENKASI,1883406,292.0316286,22,1506,1970.12935,6942,0,2958,1947627,569311,61082,489,76,273.94292,7931.759118,85993,95208,137495,186505,157,162330,214942,9900,5687.686848,1584519,51,31.78,64.17,100,0
2025-2026,Feb,TAMIL NADU,2901,KANCHIPURAM,1344450,295.0038615,24,1061,1854.103181,6637,0,2961,2141410,819119,56898,40715,2565,342.94602,8514.291393,87932,91452,128636,156736,702,141680,177843,9598,6317.242191,1870636,60,47.37,64.12,100,0
2025-2026,Feb,TAMIL NADU,2904,VILLUPURAM,7503339,258.3913542,24,9774,6466.498838,16008,0,8778,8565948,2478147,172029,116420,6701,614.10092,29214.2688,351361,389245,422949,585555,458,454247,629677,24786,22133.66904,7040982,57,55.96,62.8,100,0
2025-2026,Feb,TAMIL NADU,2911,COIMBATORE,543195,314.1357063,29,157,1751.723232,5568,0,2574,974687,368568,29149,23975,1881,253.64081,5067.203934,33564,34173,75447,84457,78,110163,123320,8142,3061.839892,893201,53,70.74,71.73,100,0
2025-2026,Feb,TAMIL NADU,2901,KANCHIPURAM,1344450,293.855586,24,1063,1854.103181,6642,0,2965,2160247,825466,56662,41406,2556,342.94602,8545.055683,88035,91572,128263,156180,710,141302,177282,9607,6348.006481,1887180,60,47.48,64.31,100,0
2025-2026,Feb,TAMIL NADU,2903,CUDDALORE,7300544,265.0833735,22,5904,7343.329071,12174,0,11785,7750475,2759785,249179,46207,3508,635.41879,28523.96845,337591,406992,419670,672620,158,470344,734112,23959,20545.22059,6274093,50,64.72,69.85,100,0
2025-2026,Feb,TAMIL NADU,2904,VILLUPURAM,7503339,257.9318429,24,9786,6483.384628,16345,0,8455,8592669,2486776,171556,116633,6682,681.36288,29327.97701,351730,389675,422305,584229,458,453590,628342,24800,22163.22951,7064040,57,55.95,62.84,100,0
2025-2026,Feb,TAMIL NADU,2905,VELLORE,1514021,280.4916472,25,1418,2516.833435,9724,0,5077,2487647,670249,37880,69676,4706,315.30484,9809.780322,97779,103195,133210,156263,41,147407,187145,14801,6977.642047,2215350,68,36.85,60.58,100,0
2025-2026,Feb,TAMIL NADU,2926,TIRUNELVELI,1677007,289.0302809,31,417,2921.701191,4946,0,3388,1636883,423864,33917,1848,139,301.71318,7954.501904,51756,53479,97212,114545,365,120621,140157,8334,4731.087534,1486657,43,43.17,63.28,100,0
2025-2026,Feb,TAMIL NADU,2928,KANNIYAKUMARI,552326,297.5022844,38,392,669.4105583,4007,1,1185,946343,78371,4165,12861,442,226.39948,3711.202081,24571,25900,39599,49763,96,77349,95911,5192,2815.392043,785470,66,66.22,65.55,100,0
2025-2026,Feb,TAMIL NADU,2934,RANIPET,2698646,278.4371899,31,1907,2245.982013,7668,0,4202,4336159,1105117,55191,61615,2466,284.54781,14604.00909,136161,147281,160564,222289,415,185486,251319,11870,12073.47927,3910216,52,46.47,69.31,100,0
2025-2026,Feb,TAMIL NADU,2936,TENKASI,1883406,292.552301,22,1511,2017.039249,7168,0,2853,1972578,577862,60933,494,76,277.68341,8065.544987,86288,95588,137287,186062,162,162117,214503,10021,5770.822328,1604503,51,31.78,63.83,100,0
2025-2026,Feb,TAMIL NADU,2938,MAYILADUTHURAI,1321290,271.1906466,14,750,1843.662811,5917,0,4706,1443309,661399,100218,930,260,203.33271,5961.11453,99137,123967,149552,221452,24,158350,231316,10623,3914.119009,1133310,63,52.61,52.34,100,0
2025-2026,Feb,TAMIL NADU,2905,VELLORE,1514021,281.9888487,25,1417,2516.833435,9723,0,5056,2474439,667722,38000,69657,4711,312.25867,9806.734152,97692,103098,133412,156562,41,147639,187478,14779,6977.642047,2203395,68,36.7,60.45,100,0
2025-2026,Feb,TAMIL NADU,2906,TIRUVANNAMALAI,10399963,209.2849186,31,15832,7265.291416,15641,0,9799,13313276,3019136,144363,414330,27490,1079.39927,36207.36952,424961,463676,501783,637619,1006,529658,667703,25440,27862.67883,11132122,44,65.13,70.58,100,0
2025-2026,Feb,TAMIL NADU,2911,COIMBATORE,543195,312.4485723,29,157,1800.565144,5568,0,2579,983766,371403,29150,24210,1882,253.64081,5127.968776,33630,34240,75448,84459,80,110165,123323,8147,3073.762822,901567,53,70.84,71.85,100,0
2025-2026,Feb,TAMIL NADU,2917,KARUR,1967557,295.0464931,32,1544,849.7483768,5943,0,2613,2714580,622041,36785,361,26,256.73233,9115.753798,84224,89952,125129,156575,350,143631,178946,8556,8009.273091,2379561,60,58.51,92.09,100,0
2025-2026,Feb,TAMIL NADU,2918,PERAMBALUR,1825270,284.9480482,19,1199,1251.594843,2270,0,2311,1853015,545037,53871,7825,470,145.78978,6677.514699,95869,107974,121984,171809,59,141129,193588,4581,5280.130076,1553242,55,59.68,68.62,100,0
2025-2026,Feb,TAMIL NADU,2920,MADURAI,5003667,277.9303689,31,4114,6738.957816,13353,0,7084,6989326,1445721,64606,11132,644,524.44194,26688.85929,224999,240824,267882,312287,220,294147,351229,20437,19425.45953,6191299,52,59.62,67.06,100,0
2025-2026,Feb,TAMIL NADU,2927,THOOTHUKKUDI,2892611,266.5475846,31,2019,3351.569076,5161,0,6015,3661947,1183838,59513,2033,164,444.55733,13556.95768,116207,123591,152386,180822,252,173420,215557,11176,9760.831279,3236838,29,58.83,62.17,100,0
2025-2026,Feb,TAMIL NADU,2930,KRISHNAGIRI,4180611,275.0377897,30,2321,5380.965004,10272,0,7107,5485140,742957,38943,51094,2843,516.20773,20983.38055,182589,191003,257185,288645,414,297555,335808,17379,15086.20782,5029294,64,52.09,71.66,100,0
2025-2026,Feb,TAMIL NADU,2931,ARIYALUR,2015995,281.590946,19,1408,2634.116118,5964,0,2919,2865930,604494,55217,35795,2940,214.86796,10919.18348,148761,175931,178453,250112,429,190098,263014,8883,8070.199398,2297332,47,65.28,68.71,100,0
2025-2026,Feb,TAMIL NADU,2938,MAYILADUTHURAI,1321290,270.9585904,14,750,1843.662811,5917,0,4707,1439984,660008,100266,930,260,203.33271,5948.75587,99071,123881,149598,221547,24,158394,231408,10624,3901.760349,1130561,63,52.53,52.26,100,0
2025-2026,Feb,TAMIL NADU,2904,VILLUPURAM,7503339,257.9659837,24,9788,6483.384628,16345,0,8471,8613050,2491843,171337,117045,6667,693.57336,29395.69714,351931,389942,421929,583434,459,453197,627528,24816,22218.73916,7080574,57,55.86,62.74,100,0
2025-2026,Feb,TAMIL NADU,2913,THANJAVUR,3004275,250.440707,26,3102,3503.792793,11471,0,7212,5646416,1666092,109332,3326,129,668.43373,18313.15067,211847,243447,263870,348098,554,289194,376180,18683,14140.92415,4838441,46,72.95,71.68,100,0
2025-2026,Feb,TAMIL NADU,2914,NAGAPATTINAM,1017794,295.9634008,15,493,1628.999045,6881,0,2619,1018267,451039,81179,946,246,206.37369,4849.070377,65443,74877,106791,163061,56,119250,177837,9500,3013.697643,814055,72,38.16,40.25,100.01,0
2025-2026,Feb,TAMIL NADU,2915,TIRUVARUR,1237815,283.3769963,14,1160,2653.972119,9406,0,4556,1299267,612365,137920,124,38,520.6907,6856.486617,90971,106904,175234,259990,25,193076,281321,13962,3681.823799,1007414,50,39.68,37.92,100,0
2025-2026,Feb,TAMIL NADU,2919,PUDUKKOTTAI,5818790,268.5628603,30,1640,5057.988562,10003,0,8588,7226959,1288351,81585,7244,130,627.8918,25094.80817,235395,253868,293936,421917,317,332961,472011,18591,19408.92781,6533815,41,54.16,81.49,100,0
2025-2026,Feb,TAMIL NADU,2920,MADURAI,5003667,275.6139197,31,4125,6738.957816,13358,0,7088,7111410,1470181,64609,11279,645,524.44194,26863.4356,225658,241606,268015,312427,226,294150,351239,20446,19600.03584,6300168,52,59.87,67.3,100,0
2025-2026,Feb,TAMIL NADU,2926,TIRUNELVELI,1677007,291.1650281,31,417,2954.33683,4999,0,3344,1638502,424362,33917,1848,139,301.71318,8026.794819,51793,53519,97212,114545,365,120620,140156,8343,4770.744809,1488055,43,43.17,63.31,100,0
2025-2026,Feb,TAMIL NADU,2930,KRISHNAGIRI,4180611,274.2132734,30,2326,5419.466524,10316,0,7071,5524678,750741,38820,51387,2839,516.20773,21085.07464,182897,191336,256884,288195,414,297257,335362,17387,15149.40039,5065640,64,52,71.62,100,0
2025-2026,Feb,TAMIL NADU,2931,ARIYALUR,2015995,280.3145797,19,1409,2634.116118,5974,0,2912,2884044,608788,55179,35876,2938,214.86796,10933.3799,148921,176173,178341,249949,433,189987,262856,8886,8084.395818,2311611,47,65.25,68.65,100,0
2025-2026,Feb,TAMIL NADU,2935,TIRUPATHUR,1786379,277.4058313,25,1145,1097.804369,9433,0,3456,2424420,447169,25844,53156,5259,250.89686,8074.183685,94279,100003,131239,152023,59,144080,167781,12889,6725.482455,2216846,66,41.53,69.88,100,0
2025-2026,Feb,TAMIL NADU,2906,TIRUVANNAMALAI,10399963,209.618187,31,15824,7209.325576,15084,0,10200,13217310,2996573,145214,413495,27548,1014.28319,35929.49436,424654,463287,503734,640600,979,531751,670834,25284,27705.88559,11048071,44,65.36,70.91,100,0
2025-2026,Feb,TAMIL NADU,2916,TIRUCHIRAPPALLI,3020004,282.5220576,20,4971,3406.480776,10284,0,5061,4875108,1012092,82494,52985,5132,485.47061,17665.20682,240613,257830,302844,374711,200,324543,403056,15345,13773.25543,4258479,43,57.72,69.98,100,0
2025-2026,Feb,TAMIL NADU,2919,PUDUKKOTTAI,5818790,268.2363303,30,1634,5051.991018,9561,0,8900,7071838,1260672,82002,7251,130,627.45501,24648.68476,234690,253028,294869,423998,308,333977,474216,18461,18969.23873,6391288,41,53.62,81.17,100,0
2025-2026,Feb,TAMIL NADU,2910,ERODE,1792126,297.3755831,29,1799,2063.005896,7840,0,4047,2248561,575813,44573,25333,2868,352.62675,9102.304031,77372,79705,137295,159245,409,188460,219835,11887,6686.671385,1891486,53,62.43,74.75,100,0
2025-2026,Feb,TAMIL NADU,2916,TIRUCHIRAPPALLI,3020004,282.5220576,20,4974,3408.235776,10294,0,5099,4875108,1012092,82458,52985,5132,485.47061,17666.96182,240613,257830,302687,374419,200,324352,402725,15393,13773.25543,4258479,43,57.69,69.94,100,0
2025-2026,Feb,TAMIL NADU,2918,PERAMBALUR,1825270,287.733748,19,1196,1233.29789,2269,0,2309,1835075,540714,54360,7669,491,145.78978,6659.217746,95706,107761,122539,173068,58,141785,194973,4578,5280.130076,1538132,55,59.42,68.31,100,0
2025-2026,Feb,TAMIL NADU,2922,DINDIGUL,4202534,306.1916903,33,4067,6113.166623,15350,0,8761,7057523,1705755,84102,7077,397,670.36005,28393.07564,209233,224217,286125,347133,888,317966,381306,24111,21609.54897,6101133,67,65.15,82.87,100,0
2025-2026,Feb,TAMIL NADU,2930,KRISHNAGIRI,4180611,276.1127285,29,2317,5380.635724,10224,0,7148,5413651,735032,38992,50580,2847,516.20773,20844.62294,182055,190432,257351,288890,411,297756,336089,17372,14947.77949,4962189,64,52.01,71.5,100,0
2025-2026,Feb,TAMIL NADU,2935,TIRUPATHUR,1786379,278.1972311,25,1143,1097.804369,9310,0,3573,2391372,441048,25857,52650,5259,250.89686,8001.431918,94011,99690,131233,152021,58,144075,167781,12883,6652.730689,2186580,66,41.64,70.38,100,0
2025-2026,Feb,TAMIL NADU,2908,NAMAKKAL,1958255,289.8503511,27,2669,2106.552234,7572,0,4365,3143346,840453,63756,245065,20782,497.63912,11715.19077,113306,119568,182915,228259,333,221222,277299,11937,9110.999418,2800388,28,56.47,79.47,100,0
2025-2026,Feb,TAMIL NADU,2915,TIRUVARUR,1237815,284.0144193,14,1134,2639.200373,9255,0,4583,1255484,587700,138636,124,38,512.1907,6717.146665,89115,104635,175964,261525,24,193839,282914,13838,3565.755592,972090,50,38.84,37.1,100,0
2025-2026,Feb,TAMIL NADU,2917,KARUR,1967557,296.1930052,31,1543,849.7483768,5918,0,2630,2690395,617415,36782,355,26,256.73233,9075.242508,84111,89819,125109,156552,340,143620,178935,8548,7968.761801,2358304,60,58.3,92.02,100,0
2025-2026,Feb,TAMIL NADU,2920,MADURAI,5003667,275.7106576,30,4110,6738.951816,13305,0,7051,6952841,1437241,64648,11103,644,524.44194,26433.1174,224799,240585,267989,312452,218,294183,351307,20356,19169.72364,6159099,53,60.18,67.77,100,0
2025-2026,Feb,TAMIL NADU,2925,SIVAGANGAI,3914603,271.4212401,35,2402,6973.029571,7746,0,8435,5138876,1042666,45305,331,20,578.88524,21499.91578,146220,153488,185656,220372,301,201975,238294,16181,13948.00097,4687816,34,71.82,72.93,100,0
2025-2026,Feb,TAMIL NADU,2926,TIRUNELVELI,1677007,290.9536671,31,417,2839.099013,4867,0,3425,1619090,419308,33915,1831,139,301.71318,7851.613922,51580,53293,97200,114532,362,120616,140152,8292,4710.801729,1470332,43,42.87,63.07,100,0
2025-2026,Feb,TAMIL NADU,2931,ARIYALUR,2015995,279.805382,19,1406,2634.116118,5851,0,2975,2850657,601479,55269,35681,2953,214.86796,10825.27579,148643,175737,178555,250427,438,190228,263362,8826,7976.291708,2285256,47,65.35,68.84,100,0
2025-2026,Jan,TAMIL NADU,2915,TIRUVARUR,1159878,285.2289491,14,1126,2637.129733,9240,0,4542,1238275,578447,139248,124,38,493.94365,6662.992153,88427,103744,176509,262764,22,194412,284184,13782,3531.91877,958519,50,38.46,36.84,100,0
2025-2026,Jan,TAMIL NADU,2920,MADURAI,4468441,278.6964169,30,4099,6733.764889,13227,0,7003,6785357,1404347,64636,10901,644,524.44194,26168.75366,223876,239501,267790,312239,179,294123,351248,20230,18910.54683,6011207,53,59.92,67.56,100,0
2025-2026,Jan,TAMIL NADU,2927,THOOTHUKKUDI,2650770,268.1053974,30,2011,3347.002736,5022,0,5953,3562004,1153177,59543,1968,164,389.54815,13286.47587,115798,123073,152397,180852,217,173424,215581,10975,9549.924981,3150103,30,58.63,62.05,100,0
2025-2026,Jan,TAMIL NADU,2928,KANNIYAKUMARI,519524,299.8531583,37,390,669.2286583,3959,1,1188,915726,75592,4164,12790,442,206.18525,3621.247241,24464,25783,39629,49799,79,77383,95952,5147,2745.833333,758772,67,65.62,64.93,100,0
2025-2026,Jan,TAMIL NADU,2938,MAYILADUTHURAI,1245046,271.734409,14,737,1790.98095,5831,0,4737,1395387,641617,101356,925,263,202.92032,5785.647888,97491,121709,150292,223900,20,159090,233766,10568,3791.746618,1094335,63,52.08,51.8,100,0
2025-2026,Feb,TAMIL NADU,2907,SALEM,2707257,278.5166161,20,3051,6959.308171,13254,0,6374,3933580,722287,79190,330138,29895,608.71163,18523.69371,194693,205211,338968,417579,181,433541,523443,19628,10955.67391,3502504,52,31.8,58.23,100,0
2025-2026,Feb,TAMIL NADU,2910,ERODE,1792126,295.7616852,28,1794,2058.127916,7773,0,4015,2220510,568205,44749,25130,2902,352.62675,8978.172461,77206,79532,137894,159980,384,189095,220611,11788,6567.417795,1867309,54,62.06,74.43,100,0
2025-2026,Feb,TAMIL NADU,2913,THANJAVUR,3004275,249.0595969,26,3055,3496.253133,11065,0,7470,5477482,1614184,112374,3273,129,659.6227,17798.07042,210650,241796,267888,356027,460,293582,384529,18535,13642.19459,4691681,46,72.75,71.5,100,0
2025-2026,Feb,TAMIL NADU,2919,PUDUKKOTTAI,5818790,268.4462866,29,1629,5051.991018,9394,0,8996,6989162,1244203,82284,6440,130,627.45501,24441.59188,234309,252542,295659,425918,281,334930,476356,18390,18762.14586,6315894,41,53.37,81.03,100,0
2025-2026,Feb,TAMIL NADU,2927,THOOTHUKKUDI,2892611,266.6765467,31,2014,3347.002736,5069,0,5961,3600860,1165594,59543,2013,164,389.54815,13339.19999,115929,123245,152397,180855,233,173448,215606,11030,9602.649101,3183944,30,58.77,62.11,100,0
2025-2026,Feb,TAMIL NADU,2933,CHENGALPATTU,2739472,301.790441,32,3024,2345.706303,10159,0,6538,4578620,1950337,100043,96612,4237,420.78681,16584.3306,140685,147132,190582,231547,925,213830,270251,16697,13817.83749,4054897,55,40.88,72.8,100,0
2025-2026,Feb,TAMIL NADU,2937,KALLAKURICHI,2860597,286.9930771,23,3747,8119.941955,12467,0,8449,5665480,1743852,160739,217184,21375,417.75981,24797.23715,243879,316591,299104,512449,337,318780,536400,20916,16259.53538,4276227,46,51.35,58.21,100,0
2025-2026,Mar,TAMIL NADU,2905,VELLORE,1600000,275.2988778,28,1451,2551.737109,10082,0,4794,2797255,744402,37220,71802,4687,320.15734,10572.70607,99855,105522,131563,154031,59,145677,184824,14876,7700.811625,2498190,68,39.87,62.11,100,0
2025-2026,Mar,TAMIL NADU,2907,SALEM,3000000,276.8136992,21,3094,7148.75505,14220,0,6746,4265342,775444,74190,356320,28804,653.46809,19609.27412,199186,210141,322191,393625,1016,415980,498548,20966,11807.05098,3800057,49,33.94,59.09,100,0
2025-2026,Mar,TAMIL NADU,2908,NAMAKKAL,2100000,290.6708213,29,2701,2114.394695,8412,0,3835,3432602,912506,63130,269970,20802,532.80916,12624.77628,114918,121430,181897,226731,511,220157,275719,12247,9977.572425,3060583,27,57.31,79.39,100,0
2025-2026,Mar,TAMIL NADU,2911,COIMBATORE,600000,311.8873545,30,158,1802.230019,5868,0,2319,1041311,392043,29158,25617,1892,320.61189,5370.559238,34106,34734,75460,84478,108,110149,123310,8187,3247.71733,954848,52,70.87,72.01,100,0
